Key_Dataset;Key_Run;Key_Fold;Key_Scheme;Key_Scheme_options;Key_Scheme_version_ID;Date_time;Number_of_training_instances;Number_of_testing_instances;Number_correct;Number_incorrect;Number_unclassified;Percent_correct;Percent_incorrect;Percent_unclassified;Kappa_statistic;Mean_absolute_error;Root_mean_squared_error;Relative_absolute_error;Root_relative_squared_error;SF_prior_entropy;SF_scheme_entropy;SF_entropy_gain;SF_mean_prior_entropy;SF_mean_scheme_entropy;SF_mean_entropy_gain;KB_information;KB_mean_information;KB_relative_information;True_positive_rate;Num_true_positives;False_positive_rate;Num_false_positives;True_negative_rate;Num_true_negatives;False_negative_rate;Num_false_negatives;IR_precision;IR_recall;F_measure;Matthews_correlation;Area_under_ROC;Area_under_PRC;Weighted_avg_true_positive_rate;Weighted_avg_false_positive_rate;Weighted_avg_true_negative_rate;Weighted_avg_false_negative_rate;Weighted_avg_IR_precision;Weighted_avg_IR_recall;Weighted_avg_F_measure;Weighted_avg_matthews_correlation;Weighted_avg_area_under_ROC;Weighted_avg_area_under_PRC;Unweighted_macro_avg_F_measure;Unweighted_micro_avg_F_measure;Elapsed_Time_training;Elapsed_Time_testing;UserCPU_Time_training;UserCPU_Time_testing;UserCPU_Time_millis_training;UserCPU_Time_millis_testing;Serialized_Model_Size;Serialized_Train_Set_Size;Serialized_Test_Set_Size;Coverage_of_Test_Cases_By_Regions;Size_of_Predicted_Regions;Summary;measureExtraArcs;measureMissingArcs;measureReversedArcs;measureDivergence;measureBayesScore;measureBDeuScore;measureMDLScore;measureAICScore;measureEntropyScore
iris;4;1;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;12;3;0;80;20;0;0.7;0.115548351;0.284091466;25.998379;60.2649007;23.77443751;15.51990248;8.254535028;1.584962501;1.034660166;0.550302335;18.3214815;1.2214321;77.0637854;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.8;0.1;0.9;0.2;0.805555556;0.8;0.797979798;0.703450687;0.926666667;0.842063492;0.797979798;0.8;0;0;0;0;0;0;8164;10633;2353;93.33333333;42.22222222;?;0;0;0;0;-378.386603;-415.8590161;-427.7772108;-394.3665508;-371.3665508
iris;4;2;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.034976992;0.145929471;7.869823166;30.95631553;23.77443751;1.829824281;21.94461323;1.584962501;0.121988285;1.462974215;21.9972639;1.46648426;92.5248553;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0.001;0;0;0;0;0;8164;10633;2353;100;37.77777778;?;0;0;0;0;-379.737583;-417.209996;-428.8587517;-395.4480918;-372.4480918
iris;4;3;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;12;3;0;80;20;0;0.7;0.091090051;0.259549173;20.49526137;55.05869418;23.77443751;12.159885;11.61455251;1.584962501;0.810659;0.7743035;19.50765708;1.300510472;82.05307516;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.8;0.1;0.9;0.2;0.805555556;0.8;0.797979798;0.703450687;0.946666667;0.883333333;0.797979798;0.8;0;0;0;0;0;0;8164;10633;2353;93.33333333;37.77777778;?;0;0;0;0;-346.1488389;-383.621252;-397.2081652;-363.7975052;-340.7975052
iris;4;4;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.046025618;0.151419696;10.35576408;32.12096818;23.77443751;2.108134004;21.66630351;1.584962501;0.140542267;1.444420234;21.66630351;1.444420234;91.13277021;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8103;10633;2353;100;37.77777778;?;0;0;0;0;-335.9115399;-366.479209;-377.9865213;-348.9337736;-328.9337736
iris;4;5;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.002606697;0.006675328;0.586506881;1.416050823;23.77443751;0.085353725;23.68908379;1.584962501;0.005690248;1.579272252;23.68908379;1.579272252;99.6409853;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8290;10633;2353;100;33.33333333;?;0;0;0;0;-461.1203281;-514.1657187;-524.8344591;-482.7079748;-453.7079748
iris;4;6;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.055072428;0.191417662;12.39129631;40.60581803;23.77443751;3.255547016;20.51889049;1.584962501;0.217036468;1.367926033;21.14489583;1.409659722;88.9396261;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.986666667;0.977777778;0.932659933;0.933333333;0;0;0;0;0;0;8164;10633;2353;100;37.77777778;?;0;0;0;0;-390.0054496;-427.4778627;-438.5053776;-405.0947177;-382.0947177
iris;4;7;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.004344395;0.012938535;0.977488931;2.744677795;23.77443751;0.143869452;23.63056806;1.584962501;0.009591297;1.575371204;23.63056806;1.575371204;99.39485655;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8164;10633;2353;100;35.55555556;?;0;0;0;0;-379.8827174;-417.3551304;-429.1389925;-395.7283325;-372.7283325
iris;4;8;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.001843902;0.004129764;0.414877996;0.876055276;23.77443751;0.060135111;23.7143024;1.584962501;0.004009007;1.580953493;23.7143024;1.580953493;99.7470598;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8164;10633;2353;100;33.33333333;?;0;0;0;0;-372.0597099;-409.532123;-421.4681205;-388.0574605;-365.0574605
iris;4;9;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045731081;0.210799639;10.28949316;44.71735618;23.77443751;14.00069277;9.773744739;1.584962501;0.933379518;0.651582983;21.56259323;1.437506216;90.69654423;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.946666667;0.883333333;0.932659933;0.933333333;0;0;0;0;0;0;8162;10633;2353;93.33333333;33.33333333;?;0;0;0;0;-362.7635766;-400.2359897;-413.4726553;-380.0619953;-357.0619953
iris;4;10;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.001907193;0.003032834;0.429118508;0.643361191;23.77443751;0.06205883;23.71237868;1.584962501;0.004137255;1.580825245;23.71237868;1.580825245;99.73896825;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8101;10633;2353;100;33.33333333;?;0;0;0;0;-322.6405529;-353.208222;-365.5051595;-336.4524117;-316.4524117
iris;5;1;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.022191532;0.078955397;4.993094729;16.74896893;23.77443751;0.853777475;22.92066004;1.584962501;0.056918498;1.528044002;22.92066004;1.528044002;96.40884259;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8227;10633;2353;100;37.77777778;?;0;0;0;0;-391.0124138;-437.1530603;-449.8096212;-412.0410491;-386.0410491
iris;5;2;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;11;4;0;73.33333333;26.66666667;0;0.6;0.158580236;0.376666313;35.680553;79.90299121;23.77443751;19.3581372;4.416300307;1.584962501;1.29054248;0.29442002;15.7840885;1.052272567;66.39100711;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.733333333;0.133333333;0.866666667;0.266666667;0.733333333;0.733333333;0.733333333;0.6;0.913333333;0.83968254;0.733333333;0.733333333;0;0;0;0;0;0;8227;10633;2353;93.33333333;40;?;0;0;0;0;-425.669683;-470.0468401;-480.9773468;-443.2087747;-417.2087747
iris;5;3;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.019316673;0.083003995;4.346251455;17.6078064;23.77443751;0.780807373;22.99363014;1.584962501;0.052053825;1.532908676;22.99363014;1.532908676;96.71576931;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8164;10633;2353;100;35.55555556;?;0;0;0;0;-372.710656;-410.1830691;-422.0715311;-388.6608711;-365.6608711
iris;5;4;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.001809792;0.002933105;0.407203117;0.62220557;23.77443751;0.058887584;23.71554993;1.584962501;0.003925839;1.581036662;23.71554993;1.581036662;99.75230714;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8101;10633;2353;100;33.33333333;?;0;0;0;0;-320.9789816;-351.5466506;-363.9445558;-334.891808;-314.891808
iris;5;5;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.041063946;0.190067494;9.239387955;40.31940411;23.77443751;3.376531526;20.39790598;1.584962501;0.225102102;1.359860399;21.72167257;1.448111505;91.36566348;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8164;10633;2353;100;35.55555556;?;0;0;0;0;-364.7878529;-404.0237553;-415.6964945;-382.2858345;-359.2858345
iris;5;6;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.002161434;0.00429211;0.486322717;0.910493931;23.77443751;0.070464446;23.70397306;1.584962501;0.00469763;1.580264871;23.70397306;1.580264871;99.70361256;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8103;10633;2353;100;33.33333333;?;0;0;0;0;-338.1784901;-368.7461591;-380.184246;-351.1314983;-331.1314983
iris;5;7;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.032996841;0.146165201;7.424289188;31.00632146;23.77443751;1.775103205;21.99933431;1.584962501;0.118340214;1.466622287;22.06190906;1.470793938;92.79676565;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8164;10633;2353;100;35.55555556;?;0;0;0;0;-365.6612514;-403.1336645;-415.344374;-381.933714;-358.933714
iris;5;8;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.076186922;0.25694625;17.14205736;54.50653066;23.77443751;11.34028806;12.43414945;1.584962501;0.756019204;0.828943297;19.92943725;1.32862915;83.82716621;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;0.986666667;0.977777778;0.861111111;0.866666667;0;0.016;0;0.015625;0;15.625;8164;10633;2353;93.33333333;35.55555556;?;0;0;0;0;-386.9004361;-424.3728492;-435.9891326;-402.5784727;-379.5784727
iris;5;9;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.049045251;0.211238707;11.03518148;44.81049664;23.77443751;13.92026194;9.854175576;1.584962501;0.928017462;0.656945038;21.45193591;1.430129061;90.23109758;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.926666667;0.885858586;0.932659933;0.933333333;0;0;0;0;0;0;8227;10633;2353;93.33333333;35.55555556;?;0;0;0;0;-408.8994214;-455.0400679;-467.446934;-429.6783618;-403.6783618
iris;5;10;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.039601777;0.180915861;8.910399937;38.37804967;23.77443751;2.86306417;20.91137334;1.584962501;0.190870945;1.394091556;21.77746568;1.451831046;91.60034038;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8225;10633;2353;100;35.55555556;?;0;0;0;0;-381.1317298;-427.2723763;-440.8319196;-403.0633475;-377.0633475
iris;6;1;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.050389258;0.153496913;11.33758308;32.56161238;23.77443751;2.308149492;21.46628802;1.584962501;0.153876633;1.431085868;21.46628802;1.431085868;90.2914654;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8164;10633;2353;100;44.44444444;?;0;0;0;0;-387.5012872;-424.9737003;-435.9606;-402.54994;-379.54994
iris;6;2;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.017699526;0.075240549;3.982393338;15.96093075;23.77443751;0.6964406;23.07799691;1.584962501;0.046429373;1.538533127;23.07799691;1.538533127;97.07063269;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8103;10633;2353;100;35.55555556;?;0;0;0;0;-320.6962011;-351.2638701;-363.5533563;-334.5006086;-314.5006086
iris;6;3;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045773893;0.210832104;10.2991259;44.72424306;23.77443751;14.19932472;9.575112792;1.584962501;0.946621648;0.638340853;21.56110302;1.437406868;90.69027611;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.946666667;0.888888889;0.932659933;0.933333333;0;0;0;0;0;0;8164;10633;2353;93.33333333;33.33333333;?;0;0;0;0;-361.4547041;-400.6906066;-413.4071409;-379.9964809;-356.9964809
iris;6;4;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.089766514;0.297783835;20.19746564;63.16949062;23.77443751;20.79126007;2.983177446;1.584962501;1.386084004;0.198878496;19.40602004;1.29373467;81.62556963;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;0.94;0.89484127;0.861111111;0.866666667;0;0;0;0;0;0;8227;10633;2353;86.66666667;33.33333333;?;0;0;0;0;-424.6389288;-469.0160859;-480.4422262;-442.6736541;-416.6736541
iris;6;5;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.039491496;0.178108338;8.885586665;37.78248411;23.77443751;2.749639064;21.02479845;1.584962501;0.183309271;1.40165323;21.78443111;1.452295407;91.62963833;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8164;10633;2353;100;35.55555556;?;0;0;0;0;-387.1067165;-424.5791296;-435.6570053;-402.2463453;-379.2463453
iris;6;6;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.058948744;0.173986452;13.26346746;36.90810007;23.77443751;2.884760842;20.88967667;1.584962501;0.192317389;1.392645111;21.06910109;1.40460674;88.6208184;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.993333333;0.977777778;0.932659933;0.933333333;0;0;0;0;0;0;8227;10633;2353;100;42.22222222;?;0;0;0;0;-391.6604341;-437.8010806;-450.0967324;-412.3281603;-386.3281603
iris;6;7;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.027824096;0.123512129;6.260421576;26.20087914;23.77443751;1.32958119;22.44485632;1.584962501;0.088638746;1.496323755;22.44485632;1.496323755;94.40751778;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0.015;0;0.015625;0;15.625;0;8101;10633;2353;100;35.55555556;?;0;0;0;0;-341.0115246;-371.5791936;-382.9621016;-353.9093538;-333.9093538
iris;6;8;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045769739;0.149176832;10.29819126;31.64518479;23.77443751;2.044838183;21.72959933;1.584962501;0.136322546;1.448639955;21.72959933;1.448639955;91.39900499;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.993333333;0.977777778;0.932659933;0.933333333;0;0;0;0;0;0;8099;10633;2353;100;37.77777778;?;0;0;0;0;-318.2877721;-348.8554412;-361.3815799;-332.3288321;-312.3288321
iris;6;9;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.007353465;0.018458169;1.654529682;3.915568841;23.77443751;0.244439963;23.52999755;1.584962501;0.016295998;1.568666503;23.52999755;1.568666503;98.97183703;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8227;10633;2353;100;37.77777778;?;0;0;0;0;-423.7802764;-469.9209229;-480.8358538;-443.0672816;-417.0672816
iris;6;10;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.003892679;0.011011247;0.875852766;2.335838321;23.77443751;0.128411824;23.64602569;1.584962501;0.008560788;1.576401712;23.64602569;1.576401712;99.4598744;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;8101;10633;2353;100;35.55555556;?;0;0;0;0;-315.7706883;-346.3383574;-359.427963;-330.3752152;-310.3752152
iris;7;1;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.038287332;0.166661633;8.614649791;35.35427119;23.77443751;2.350586068;21.42385144;1.584962501;0.156705738;1.428256763;21.83993812;1.455995875;91.86311185;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8164;10633;2353;100;37.77777778;?;0;0;0;0;-375.0544629;-412.526876;-424.4142504;-391.0035905;-368.0035905
iris;7;2;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.102812776;0.282129477;23.1328747;59.84869989;23.77443751;15.53967174;8.234765775;1.584962501;1.035978116;0.548984385;18.91006146;1.260670764;79.53946946;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;0.92;0.839033189;0.861111111;0.866666667;0;0;0;0;0;0;8164;10633;2353;93.33333333;40;?;0;0;0;0;-374.0134564;-411.4858695;-423.5259289;-390.1152689;-367.1152689
iris;7;3;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.071400895;0.235933837;16.06520147;50.04912471;23.77443751;4.753028662;19.02140885;1.584962501;0.316868577;1.268093923;20.09554191;1.339702794;84.52583538;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;1;1;0.861111111;0.866666667;0;0;0;0;0;0;8164;10633;2353;100;37.77777778;?;0;0;0;0;-385.7290515;-423.2014645;-434.3700426;-400.9593826;-377.9593826
iris;7;4;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.04624171;0.210760051;10.40438473;44.70895834;23.77443751;11.07891222;12.69552529;1.584962501;0.738594148;0.846368353;21.54585094;1.436390062;90.62612281;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.96;0.902222222;0.932659933;0.933333333;0;0;0;0;0;0;8101;10633;2353;93.33333333;33.33333333;?;0;0;0;0;-333.0167136;-363.5843826;-375.7068669;-346.6541191;-326.6541191
iris;7;5;weka.classifiers.bayes.BayesNet;'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5';7.46037E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.028494817;0.126663867;6.411333844;26.86946375;23.77443751;1.382795641;22.39164187;1.584962501;0.092186376;1.492776125;22.39164187;1.492776125;94.18368725;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;8101;10633;2353;100;35.55555556;?;0;0;0;0;-342.0749286;-372.6425977;-383.991831;-354.9390832;-334.9390832
