Key_Dataset;Key_Run;Key_Fold;Key_Scheme;Key_Scheme_options;Key_Scheme_version_ID;Date_time;Number_of_training_instances;Number_of_testing_instances;Number_correct;Number_incorrect;Number_unclassified;Percent_correct;Percent_incorrect;Percent_unclassified;Kappa_statistic;Mean_absolute_error;Root_mean_squared_error;Relative_absolute_error;Root_relative_squared_error;SF_prior_entropy;SF_scheme_entropy;SF_entropy_gain;SF_mean_prior_entropy;SF_mean_scheme_entropy;SF_mean_entropy_gain;KB_information;KB_mean_information;KB_relative_information;True_positive_rate;Num_true_positives;False_positive_rate;Num_false_positives;True_negative_rate;Num_true_negatives;False_negative_rate;Num_false_negatives;IR_precision;IR_recall;F_measure;Matthews_correlation;Area_under_ROC;Area_under_PRC;Weighted_avg_true_positive_rate;Weighted_avg_false_positive_rate;Weighted_avg_true_negative_rate;Weighted_avg_false_negative_rate;Weighted_avg_IR_precision;Weighted_avg_IR_recall;Weighted_avg_F_measure;Weighted_avg_matthews_correlation;Weighted_avg_area_under_ROC;Weighted_avg_area_under_PRC;Unweighted_macro_avg_F_measure;Unweighted_micro_avg_F_measure;Elapsed_Time_training;Elapsed_Time_testing;UserCPU_Time_training;UserCPU_Time_testing;UserCPU_Time_millis_training;UserCPU_Time_millis_testing;Serialized_Model_Size;Serialized_Train_Set_Size;Serialized_Test_Set_Size;Coverage_of_Test_Cases_By_Regions;Size_of_Predicted_Regions;Summary;measureTreeSize;measureNumLeaves;measureNumRules
iris;4;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.091989664;0.294859103;20.69767442;62.54906133;23.77443751;1079.562054;-1055.787617;1.584962501;71.97080361;-70.3858411;19.33274551;1.288849701;81.31736241;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;0.896666667;0.812698413;0.861111111;0.866666667;0;0;0;0;0;0;4236;10633;2353;86.66666667;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;4;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;4;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.106666667;0.303251696;24;64.32939923;23.77443751;1080.206502;-1056.432064;1.584962501;72.01376677;-70.42880427;18.75236057;1.250157372;78.87614824;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.866666667;0.866666667;0.866666667;0.8;0.91;0.805555556;0.866666667;0.866666667;0;0;0;0;0;0;4236;10633;2353;86.66666667;35.55555556;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;4;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.112399356;0.298287175;25.28985507;63.2762652;23.77443751;1078.912751;-1055.138313;1.584962501;71.92751672;-70.34255422;18.5577334;1.237182227;78.05750775;0.8;4;0;0;1;10;0.2;1;1;0.8;0.888888889;0.852802865;0.9;0.866666667;0.866666667;0.066666667;0.933333333;0.133333333;0.877777778;0.866666667;0.865993266;0.80627609;0.906666667;0.801414141;0.865993266;0.866666667;0;0;0;0;0;0;4236;10633;2353;93.33333333;46.66666667;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;4;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;4;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.009400763;0.01486493;2.11517165;3.153327801;23.77443751;0.308798332;23.46563918;1.584962501;0.020586555;1.564375945;23.46563918;1.564375945;98.70113296;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;4;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0.016;0;0.015625;0;15.625;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;4;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;4;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.211057399;10.95238095;44.77203533;23.77443751;1074.139062;-1050.364624;1.584962501;71.60927078;-70.02430828;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;4;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.105723906;0.303148125;23.78787879;64.30742852;23.77443751;1080.143895;-1056.369457;1.584962501;72.00959298;-70.42463048;18.78329128;1.252219419;79.00624892;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.866666667;0.866666667;0.866666667;0.8;0.91;0.805555556;0.866666667;0.866666667;0;0;0;0;0;0;4236;10633;2353;86.66666667;35.55555556;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;5;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.053845207;0.211341928;12.11517165;44.83239316;23.77443751;1074.308798;-1050.534361;1.584962501;71.62058656;-70.03562405;21.29571418;1.419714278;89.57399799;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.916666667;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045016014;0.169317655;10.1286031;35.91769858;23.77443751;2.632715099;21.14172241;1.584962501;0.17551434;1.409448161;21.6156536;1.441043573;90.91972666;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;100;35.55555556;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;5;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.055032457;0.209015002;12.38230289;44.33877769;23.77443751;1074.347856;-1050.573419;1.584962501;71.62319041;-70.03822791;21.2566563;1.41711042;89.40971281;0.8;4;0;0;1;10;0.2;1;1;0.8;0.888888889;0.852802865;0.9;0.866666667;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048484848;0.211036186;10.90909091;44.76753546;23.77443751;1074.132667;-1050.35823;1.584962501;71.6088445;-70.023882;21.47184505;1.431456337;90.31483939;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.211057399;10.95238095;44.77203533;23.77443751;1074.139062;-1050.364624;1.584962501;71.60927078;-70.02430828;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;5;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.009400763;0.01486493;2.11517165;3.153327801;23.77443751;0.308798332;23.46563918;1.584962501;0.020586555;1.564375945;23.46563918;1.564375945;98.70113296;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;6;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.053845207;0.211341928;12.11517165;44.83239316;23.77443751;1074.308798;-1050.534361;1.584962501;71.62058656;-70.03562405;21.29571418;1.419714278;89.57399799;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.916666667;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;6;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.055032457;0.209015002;12.38230289;44.33877769;23.77443751;1074.347856;-1050.573419;1.584962501;71.62319041;-70.03822791;21.2566563;1.41711042;89.40971281;0.8;4;0;0;1;10;0.2;1;1;0.8;0.888888889;0.852802865;0.9;0.866666667;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;6;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.211057399;10.95238095;44.77203533;23.77443751;1074.139062;-1050.364624;1.584962501;71.60927078;-70.02430828;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;6;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.088888889;0.298142397;20;63.2455532;23.77443751;2148;-2124.225562;1.584962501;143.2;-141.6150375;19.43458751;1.295639167;81.74573005;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;0.9;0.815873016;0.861111111;0.866666667;0;0;0;0;0;0;4236;10633;2353;86.66666667;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;6;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;6;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.052717653;0.167243494;11.86147186;35.47770256;23.77443751;2.686766628;21.08767088;1.584962501;0.179117775;1.405844726;21.33278338;1.422185559;89.72991841;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.993333333;0.977777778;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;100;37.77777778;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;6;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.009400763;0.01486493;2.11517165;3.153327801;23.77443751;0.308798332;23.46563918;1.584962501;0.020586555;1.564375945;23.46563918;1.564375945;98.70113296;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;6;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.052717653;0.206549666;11.86147186;43.81580084;23.77443751;5.764327611;18.0101099;1.584962501;0.384288507;1.200673993;21.33278338;1.422185559;89.72991841;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;6;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;6;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.009400763;0.01486493;2.11517165;3.153327801;23.77443751;0.308798332;23.46563918;1.584962501;0.020586555;1.564375945;23.46563918;1.564375945;98.70113296;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.091989664;0.294859103;20.69767442;62.54906133;23.77443751;1079.562054;-1055.787617;1.584962501;71.97080361;-70.3858411;19.33274551;1.288849701;81.31736241;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;0.896666667;0.812698413;0.861111111;0.866666667;0;0;0;0;0;0;4236;10633;2353;86.66666667;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;7;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;12;3;0;80;20;0;0.7;0.147619048;0.346008081;33.21428571;73.39939819;23.77443751;1081.901876;-1058.127438;1.584962501;72.12679171;-70.54182921;16.78377361;1.11891824;70.59588097;0.8;4;0;0;1;10;0.2;1;1;0.8;0.888888889;0.852802865;0.9;0.866666667;0.8;0.1;0.9;0.2;0.821428571;0.8;0.796296296;0.713911201;0.876666667;0.737590188;0.796296296;0.8;0;0;0;0;0;0;3832;10633;2353;93.33333333;48.88888889;'Number of leaves: 3\nSize of the tree: 5\n';5;3;3
iris;7;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048484848;0.211036186;10.90909091;44.76753546;23.77443751;1074.132667;-1050.35823;1.584962501;71.6088445;-70.023882;21.47184505;1.431456337;90.31483939;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.053845207;0.211341928;12.11517165;44.83239316;23.77443751;1074.308798;-1050.534361;1.584962501;71.62058656;-70.03562405;21.29571418;1.419714278;89.57399799;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.916666667;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.211057399;10.95238095;44.77203533;23.77443751;1074.139062;-1050.364624;1.584962501;71.60927078;-70.02430828;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.052717653;0.206549666;11.86147186;43.81580084;23.77443751;5.764327611;18.0101099;1.584962501;0.384288507;1.200673993;21.33278338;1.422185559;89.72991841;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;7;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.206104861;10.95238095;43.72144355;23.77443751;5.566144514;18.208293;1.584962501;0.371076301;1.2138862;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;8;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.009400763;0.01486493;2.11517165;3.153327801;23.77443751;0.308798332;23.46563918;1.584962501;0.020586555;1.564375945;23.46563918;1.564375945;98.70113296;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045016014;0.169317655;10.1286031;35.91769858;23.77443751;2.632715099;21.14172241;1.584962501;0.17551434;1.409448161;21.6156536;1.441043573;90.91972666;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;100;35.55555556;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;8;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
