86.66666667;86.66666667;93.33333333;93.33333333;100.0;100.0;100.0;100.0;100.0;100.0
86.66666667;86.66666667;86.66666667;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
86.66666667;86.66666667;86.66666667;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
86.66666667;86.66666667;86.66666667;93.33333333;100.0;100.0;100.0;100.0;100.0;100.0
86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
80.0;86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
80.0;86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0
86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
85.33333333600001;89.333333334;91.33333333199998;93.33333332999999;94.66666666399999;94.66666666399999;99.333333333;99.333333333;100.0;100.0
